"","MSSubClass","MSZoning","Alley","Neighborhood","BldgType","OverallQual","Foundation","BsmtQual","BsmtFinType1","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","GrLivArea","FullBath","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageFinish","GarageCars","PavedDrive","SaleCondition","SalePrice"
"731",120,"RL","0","StoneBr","TwnhsE",8,"PConc","3","3","Gas","Ex","Y","SBrkr",1616,0,1616,2,"Gd",5,"1","2",2,"Y","Normal",236500
"732",80,"RL","0","Timber","1Fam",7,"PConc","1","3","Gas","Ex","Y","SBrkr",1146,0,1146,2,"Gd",6,"1","1",2,"Y","Normal",187500
"733",60,"RL","0","CollgCr","1Fam",7,"PConc","3","1","Gas","Ex","Y","SBrkr",1153,878,2031,2,"Gd",8,"1","1",2,"Y","Normal",222500
"734",20,"RL","0","Sawyer","1Fam",5,"CBlock","4","2","Gas","Ex","Y","SBrkr",1144,0,1144,1,"TA",6,"1","2",1,"Y","Normal",131400
"735",20,"RL","0","Sawyer","1Fam",5,"PConc","4","6","Gas","TA","Y","SBrkr",948,0,948,1,"TA",6,"0","3",1,"Y","Family",108000
"736",75,"RM","0","OldTown","1Fam",7,"BrkTil","3","5","Gas","Fa","N","SBrkr",880,888,1768,1,"TA",6,"1","3",2,"N","Normal",163000
"737",90,"RL","0","NAmes","Duplex",3,"CBlock","0","0","Gas","Gd","N","0",1040,0,1040,2,"TA",6,"0","3",2,"Y","Normal",93500
"738",60,"RL","0","Gilbert","1Fam",8,"PConc","3","6","Gas","Ex","Y","SBrkr",901,900,1801,2,"Gd",8,"1","1",3,"Y","Normal",239900
"739",90,"RL","0","Edwards","Duplex",5,"CBlock","3","3","Gas","TA","Y","SBrkr",1200,0,1200,3,"TA",5,"0","0",0,"Y","Alloca",179000
"740",60,"RL","0","CollgCr","1Fam",7,"PConc","3","6","Gas","Ex","Y","SBrkr",864,864,1728,2,"Gd",7,"0","2",2,"Y","Normal",190000
"741",70,"RM","1","OldTown","1Fam",5,"BrkTil","2","6","Gas","Ex","Y","SBrkr",768,664,1432,2,"TA",7,"0","3",2,"Y","Abnorml",132000
"742",20,"RL","0","Sawyer","1Fam",6,"CBlock","4","3","Gas","Gd","Y","SBrkr",912,0,912,1,"Gd",5,"0","3",1,"Y","Normal",142000
"743",20,"RL","0","SawyerW","1Fam",7,"PConc","3","6","Gas","Ex","Y","SBrkr",1349,0,1349,2,"TA",6,"0","3",2,"Y","Normal",179000
"744",80,"RL","0","Sawyer","1Fam",5,"CBlock","3","1","Gas","Ex","Y","SBrkr",1464,0,1464,2,"TA",6,"1","2",2,"Y","Normal",175000
"745",120,"RL","0","StoneBr","TwnhsE",8,"PConc","3","3","Gas","Gd","Y","SBrkr",1337,0,1337,2,"Gd",5,"1","2",2,"Y","Normal",180000
"746",60,"RL","0","NWAmes","1Fam",8,"CBlock","4","3","Gas","Ex","Y","SBrkr",1175,1540,2715,3,"Gd",11,"1","1",2,"Y","Normal",299800
"747",60,"RL","0","Gilbert","1Fam",7,"PConc","3","3","Gas","Ex","Y","SBrkr",980,1276,2256,2,"Gd",8,"1","1",2,"Y","Normal",236000
"748",70,"RM","2","OldTown","1Fam",7,"Stone","4","6","Gas","TA","N","SBrkr",1320,1320,2640,1,"Gd",8,"1","3",4,"N","Normal",265979
"749",20,"RL","0","NoRidge","1Fam",7,"PConc","3","3","Gas","Ex","Y","SBrkr",1720,0,1720,2,"Gd",7,"1","1",2,"Y","Normal",260400
"750",50,"RL","0","Edwards","1Fam",4,"Slab","0","0","NonGas","TA","N","0",1088,441,1529,2,"TA",9,"0","3",1,"N","Normal",98000
"751",50,"RM","1","OldTown","1Fam",4,"BrkTil","4","6","Gas","Gd","Y","SBrkr",792,348,1140,1,"TA",7,"0","0",0,"N","Normal",96500
"752",60,"RL","0","Gilbert","1Fam",7,"PConc","3","6","Gas","Ex","Y","SBrkr",660,660,1320,2,"Gd",6,"0","1",2,"Y","Normal",162000
"753",20,"RL","0","CollgCr","1Fam",6,"PConc","3","3","Gas","Ex","Y","SBrkr",1494,0,1494,2,"Gd",6,"0","2",2,"Y","Normal",217000
"754",60,"RL","0","NridgHt","1Fam",8,"PConc","3","6","Gas","Gd","Y","SBrkr",1038,1060,2098,2,"Ex",8,"1","2",3,"Y","Normal",275500
"755",20,"RL","0","NAmes","1Fam",6,"CBlock","4","3","Gas","Gd","Y","SBrkr",1026,0,1026,1,"Gd",5,"0","2",2,"Y","Normal",156000
"756",160,"FV","2","Somerst","TwnhsE",6,"PConc","3","3","Gas","Gd","Y","SBrkr",742,729,1471,2,"TA",6,"0","3",2,"Y","Normal",172500
"757",60,"RL","0","CollgCr","1Fam",8,"PConc","3","3","Gas","Ex","Y","SBrkr",866,902,1768,2,"Gd",7,"0","2",2,"Y","Normal",212000
"758",60,"RL","0","Sawyer","1Fam",6,"CBlock","4","5","Gas","TA","Y","SBrkr",672,714,1386,2,"TA",6,"1","1",2,"Y","Abnorml",158900
"759",160,"FV","2","Somerst","Twnhs",7,"PConc","3","1","Gas","Gd","Y","SBrkr",757,744,1501,2,"TA",6,"0","3",2,"Y","Normal",179400
"760",60,"RL","0","NoRidge","1Fam",8,"PConc","3","4","Gas","Ex","Y","SBrkr",1328,1203,2531,2,"Gd",9,"1","2",3,"Y","Normal",290000
"761",20,"RL","0","NAmes","1Fam",6,"CBlock","4","5","Gas","Ex","Y","SBrkr",864,0,864,1,"TA",5,"0","3",1,"Y","Normal",127500
"762",30,"RM","0","BrkSide","1Fam",5,"PConc","4","4","Gas","TA","Y","SBrkr",1301,0,1301,1,"Fa",5,"0","3",2,"Y","Normal",100000
"763",60,"FV","0","Somerst","1Fam",7,"PConc","3","3","Gas","Ex","Y","SBrkr",764,783,1547,2,"Gd",7,"0","3",2,"Y","Normal",215200
"764",60,"RL","0","NoRidge","1Fam",8,"PConc","3","3","Gas","Ex","Y","SBrkr",1268,1097,2365,2,"Gd",8,"1","2",3,"Y","Normal",337000
"765",120,"RL","0","Veenker","TwnhsE",8,"PConc","3","4","Gas","Ex","Y","SBrkr",1494,0,1494,1,"Ex",6,"1","1",2,"Y","Normal",270000
"766",20,"RL","0","Somerst","1Fam",9,"PConc","3","6","Gas","Ex","Y","SBrkr",1506,0,1506,2,"Ex",6,"1","1",2,"Y","Partial",264132
"767",60,"RL","0","NWAmes","1Fam",7,"CBlock","3","3","Gas","TA","Y","SBrkr",980,734,1714,2,"TA",7,"1","3",2,"Y","Normal",196500
"768",50,"RL","0","Mitchel","1Fam",6,"CBlock","3","1","Gas","Ex","Y","SBrkr",983,767,1750,2,"TA",7,"0","3",1,"Y","Normal",160000
"769",20,"RL","0","CollgCr","1Fam",7,"PConc","3","3","Gas","Ex","Y","SBrkr",1836,0,1836,2,"Gd",8,"1","1",2,"Y","Normal",216837
"770",60,"RL","0","StoneBr","1Fam",8,"PConc","3","1","Gas","Ex","Y","SBrkr",1690,1589,3279,3,"Ex",12,"1","1",3,"Y","Normal",538000
"771",85,"RL","0","Sawyer","1Fam",5,"CBlock","3","3","Gas","TA","Y","SBrkr",858,0,858,1,"TA",5,"0","3",2,"Y","Normal",134900
"772",20,"RL","0","Edwards","1Fam",4,"CBlock","2","4","Gas","TA","Y","0",1220,0,1220,1,"TA",6,"0","3",2,"Y","Normal",102000
"773",80,"RL","0","Edwards","1Fam",6,"CBlock","4","1","Gas","TA","Y","SBrkr",1117,0,1117,1,"TA",6,"1","3",2,"Y","Abnorml",107000
"774",20,"RL","0","NAmes","1Fam",5,"CBlock","4","5","Gas","Ex","Y","0",912,0,912,1,"TA",5,"0","2",1,"Y","Normal",114500
"775",20,"RL","0","NridgHt","1Fam",8,"PConc","3","6","Gas","Gd","Y","SBrkr",1973,0,1973,2,"Gd",9,"1","1",3,"Y","Partial",395000
"776",120,"RM","0","Mitchel","TwnhsE",6,"PConc","1","3","Gas","Ex","Y","SBrkr",1204,0,1204,2,"TA",5,"0","1",2,"Y","Normal",162000
"777",20,"RL","0","CollgCr","1Fam",7,"PConc","3","3","Gas","Ex","Y","SBrkr",1614,0,1614,2,"Gd",7,"0","2",3,"Y","Partial",221500
"778",20,"RL","0","Sawyer","1Fam",5,"CBlock","4","1","Gas","TA","Y","SBrkr",894,0,894,1,"TA",5,"1","3",2,"Y","Normal",142500
"779",90,"RH","0","SawyerW","Duplex",5,"Slab","0","0","Gas","TA","Y","SBrkr",2020,0,2020,2,"TA",10,"1","3",2,"Y","Normal",144000
"780",90,"RL","0","Mitchel","Duplex",6,"CBlock","3","3","Gas","TA","Y","SBrkr",1004,0,1004,1,"TA",4,"0","3",2,"Y","Normal",135000
"781",20,"RL","0","Gilbert","1Fam",7,"PConc","3","6","Gas","Gd","Y","SBrkr",1253,0,1253,2,"TA",6,"1","1",2,"Y","Normal",176000
"782",60,"RL","0","SawyerW","1Fam",6,"PConc","3","1","Gas","Ex","Y","SBrkr",810,793,1603,2,"Gd",7,"0","2",2,"Y","Normal",175900
"783",20,"RL","0","CollgCr","1Fam",7,"PConc","3","6","Gas","Ex","Y","SBrkr",1430,0,1430,2,"Gd",6,"0","2",2,"Y","Normal",187100
"784",85,"RL","0","Mitchel","1Fam",5,"PConc","3","3","Gas","Ex","Y","SBrkr",1110,0,1110,1,"Gd",4,"1","1",2,"Y","Normal",165500
"785",75,"RM","1","OldTown","1Fam",6,"CBlock","4","6","Gas","Ex","Y","SBrkr",742,742,1484,2,"TA",9,"1","0",0,"Y","Normal",128000
"786",20,"RL","0","NWAmes","1Fam",6,"CBlock","4","5","Gas","TA","Y","SBrkr",1342,0,1342,2,"TA",7,"1","3",2,"Y","Normal",161500
"787",50,"RM","0","OldTown","1Fam",5,"PConc","2","4","Gas","TA","Y","SBrkr",966,686,1652,2,"TA",7,"0","3",1,"Y","Normal",139000
"788",60,"RL","0","SawyerW","1Fam",7,"PConc","3","3","Gas","Ex","Y","SBrkr",956,1128,2084,2,"Gd",8,"0","2",2,"Y","Normal",233000
"789",20,"RM","0","OldTown","1Fam",4,"CBlock","4","6","Gas","Ex","Y","SBrkr",901,0,901,1,"TA",4,"0","3",1,"Y","Normal",107900
"790",60,"RL","0","ClearCr","1Fam",6,"CBlock","4","4","Gas","Gd","Y","SBrkr",976,1111,2087,2,"Gd",9,"0","1",2,"Y","Normal",187500
"791",120,"RL","0","Blmngtn","TwnhsE",7,"PConc","3","3","Gas","Ex","Y","SBrkr",1145,0,1145,2,"Gd",5,"1","1",2,"Y","Normal",160200
"792",80,"RL","0","Mitchel","1Fam",6,"PConc","3","1","Gas","TA","Y","SBrkr",1062,0,1062,1,"TA",5,"1","2",2,"Y","Normal",146800
"793",60,"RL","0","NoRidge","1Fam",7,"PConc","3","3","Gas","Ex","Y","SBrkr",1127,886,2013,2,"TA",8,"1","3",2,"Y","Normal",269790
"794",20,"RL","0","Somerst","1Fam",8,"PConc","3","6","Gas","Ex","Y","SBrkr",1496,0,1496,2,"Gd",7,"0","1",2,"Y","Partial",225000
"795",60,"RL","0","Gilbert","1Fam",7,"PConc","3","6","Gas","Ex","Y","SBrkr",1086,809,1895,2,"Gd",7,"1","1",2,"Y","Normal",194500
"796",60,"RL","0","SawyerW","1Fam",6,"CBlock","3","6","Gas","TA","Y","SBrkr",888,676,1564,2,"TA",7,"1","3",2,"Y","Normal",171000
"797",20,"RL","0","Sawyer","1Fam",6,"CBlock","4","6","Gas","Ex","Y","SBrkr",1285,0,1285,1,"TA",7,"1","2",2,"Y","Normal",143500
"798",20,"RL","0","NAmes","1Fam",5,"CBlock","4","2","Gas","Gd","Y","SBrkr",773,0,773,1,"TA",4,"0","3",1,"Y","Abnorml",110000
"799",60,"RL","0","NridgHt","1Fam",9,"PConc","1","6","Gas","Ex","Y","SBrkr",1966,1174,3140,3,"Ex",11,"1","1",3,"Y","Partial",485000
"800",50,"RL","0","SWISU","1Fam",5,"BrkTil","3","1","Gas","Ex","Y","SBrkr",981,787,1768,1,"Gd",7,"1","3",1,"Y","Normal",175000
"801",60,"RL","0","ClearCr","1Fam",6,"PConc","3","3","Gas","Gd","Y","SBrkr",616,1072,1688,2,"Gd",8,"0","2",2,"Y","Normal",200000
"802",30,"RM","0","IDOTRR","1Fam",4,"CBlock","4","4","Gas","Ex","Y","0",1196,0,1196,1,"TA",5,"0","3",2,"Y","Normal",109900
"803",60,"RL","0","CollgCr","1Fam",7,"PConc","3","3","Gas","Ex","Y","SBrkr",728,728,1456,2,"Gd",7,"1","1",2,"Y","Normal",189000
"804",60,"RL","0","NridgHt","1Fam",9,"PConc","1","6","Gas","Ex","Y","SBrkr",1734,1088,2822,3,"Ex",12,"1","2",3,"Y","Partial",582933
"805",20,"RL","0","NAmes","1Fam",5,"CBlock","4","4","Gas","TA","Y","SBrkr",1128,0,1128,1,"TA",5,"0","3",1,"Y","Family",118000
"806",20,"RL","0","Somerst","1Fam",7,"PConc","3","6","Gas","Ex","Y","SBrkr",1428,0,1428,2,"Ex",6,"0","2",2,"Y","Partial",227680
"807",80,"RL","0","NAmes","1Fam",5,"PConc","4","1","Gas","Gd","Y","SBrkr",980,0,980,2,"TA",6,"0","1",1,"Y","Normal",135500
"808",70,"RL","0","BrkSide","1Fam",5,"CBlock","4","3","Gas","Ex","Y","SBrkr",1072,504,1576,1,"Gd",6,"1","2",2,"Y","Normal",223500
"809",80,"RL","0","NAmes","1Fam",5,"CBlock","4","1","Gas","TA","Y","SBrkr",1086,0,1086,1,"TA",6,"1","2",2,"Y","Normal",159950
"810",75,"RM","0","OldTown","1Fam",5,"PConc","4","6","Gas","TA","N","0",1075,1063,2138,2,"TA",11,"0","3",2,"N","Normal",106000
"811",20,"RL","0","NWAmes","1Fam",6,"CBlock","4","1","Gas","Fa","Y","SBrkr",1309,0,1309,1,"Gd",5,"1","2",2,"Y","Normal",181000
"812",120,"RM","0","CollgCr","TwnhsE",6,"PConc","3","3","Gas","Ex","Y","SBrkr",848,0,848,1,"Gd",4,"1","1",2,"Y","Normal",144500
"813",20,"C (all)","0","IDOTRR","1Fam",5,"CBlock","4","6","Gas","TA","N","0",1044,0,1044,1,"Fa",4,"0","3",2,"N","Alloca",55993
"814",20,"RL","0","NAmes","1Fam",6,"CBlock","4","5","Gas","Gd","Y","SBrkr",1442,0,1442,1,"TA",7,"0","2",1,"Y","Normal",157900
"815",50,"RL","1","Edwards","1Fam",5,"BrkTil","4","6","Gas","Gd","Y","SBrkr",686,564,1250,1,"Fa",7,"0","3",1,"N","Normal",116000
"816",20,"RL","0","CollgCr","1Fam",7,"PConc","3","6","Gas","Ex","Y","SBrkr",1661,0,1661,2,"Gd",6,"0","2",2,"Y","Normal",224900
"817",20,"RL","0","NAmes","1Fam",5,"CBlock","4","2","Gas","Gd","Y","SBrkr",1008,0,1008,1,"TA",4,"1","2",1,"Y","Normal",137000
"818",20,"RL","0","Mitchel","1Fam",8,"PConc","3","3","Gas","Ex","Y","SBrkr",1689,0,1689,2,"Gd",7,"1","2",3,"Y","Normal",271000
"819",80,"RL","0","ClearCr","1Fam",6,"CBlock","4","3","Gas","Gd","Y","SBrkr",1052,0,1052,1,"TA",6,"0","3",2,"Y","Normal",155000
"820",120,"RL","0","NridgHt","TwnhsE",7,"PConc","3","3","Gas","Ex","Y","SBrkr",1358,0,1358,2,"Gd",6,"1","2",2,"Y","Partial",224000
"821",60,"RL","0","CollgCr","1Fam",7,"PConc","3","6","Gas","Ex","Y","SBrkr",798,842,1640,2,"Gd",6,"0","2",2,"Y","Normal",183000
"822",20,"RM","2","OldTown","2fmCon",4,"CBlock","2","6","Gas","TA","N","SBrkr",936,0,936,1,"TA",4,"0","3",2,"Y","Normal",93000
"823",60,"RL","0","Gilbert","1Fam",7,"PConc","3","6","Gas","Ex","Y","SBrkr",847,886,1733,2,"Gd",7,"1","1",2,"Y","Family",225000
"824",50,"RL","0","SWISU","1Fam",6,"BrkTil","4","6","Gas","TA","Y","SBrkr",944,545,1489,2,"TA",7,"1","3",1,"Y","Normal",139500
"825",20,"FV","0","Somerst","1Fam",8,"PConc","3","6","Gas","Ex","Y","SBrkr",1489,0,1489,2,"Gd",7,"1","2",2,"Y","Partial",232600
"826",20,"RL","0","NridgHt","1Fam",10,"PConc","1","3","Gas","Ex","Y","SBrkr",2084,0,2084,2,"Ex",7,"1","1",3,"Y","Partial",385000
"827",45,"RM","0","BrkSide","1Fam",5,"BrkTil","4","1","Gas","Gd","Y","SBrkr",784,0,784,1,"Gd",5,"0","0",0,"Y","Normal",109500
"828",20,"RL","0","SawyerW","1Fam",7,"PConc","3","3","Gas","Ex","Y","SBrkr",1434,0,1434,2,"Gd",6,"1","2",2,"Y","Normal",189000
"829",60,"RL","0","ClearCr","1Fam",5,"PConc","4","4","Gas","TA","Y","SBrkr",1160,966,2126,2,"TA",7,"0","1",2,"Y","Abnorml",185000
"830",160,"FV","2","Somerst","Twnhs",7,"PConc","3","6","Gas","Ex","Y","SBrkr",520,623,1223,2,"Gd",4,"0","2",2,"Y","Normal",147400
"831",20,"RL","0","NAmes","1Fam",6,"CBlock","4","5","Gas","TA","Y","0",1392,0,1392,1,"TA",6,"1","2",2,"Y","Normal",166000
"832",160,"FV","2","Somerst","TwnhsE",7,"PConc","3","6","Gas","Ex","Y","SBrkr",520,600,1200,2,"Gd",4,"0","2",2,"Y","Normal",151000
"833",60,"RL","0","CollgCr","1Fam",7,"PConc","3","3","Gas","Ex","Y","SBrkr",941,888,1829,2,"Gd",7,"1","2",2,"Y","Normal",237000
"834",20,"RL","0","NAmes","1Fam",6,"CBlock","4","5","Gas","TA","Y","SBrkr",1516,0,1516,1,"TA",6,"0","2",2,"Y","Normal",167000
"835",20,"RL","0","NAmes","1Fam",5,"CBlock","4","5","Gas","Gd","Y","SBrkr",1144,0,1144,1,"TA",6,"0","3",2,"Y","Normal",139950
"836",20,"RL","0","Sawyer","1Fam",4,"CBlock","3","2","Gas","TA","Y","SBrkr",1067,0,1067,2,"Gd",4,"0","3",2,"Y","Normal",128000
"837",30,"RM","2","OldTown","1Fam",5,"BrkTil","4","5","Gas","Gd","Y","SBrkr",1559,0,1559,1,"TA",5,"0","3",2,"Y","Normal",153500
"838",160,"RM","0","BrDale","Twnhs",6,"CBlock","4","2","Gas","TA","Y","SBrkr",483,504,987,1,"TA",5,"0","3",1,"Y","Normal",100000
"839",20,"RL","0","CollgCr","1Fam",5,"PConc","3","6","Gas","Ex","Y","SBrkr",1099,0,1099,1,"Gd",6,"0","3",1,"Y","Normal",144000
"840",50,"RL","0","Edwards","1Fam",5,"CBlock","4","2","Gas","Ex","Y","SBrkr",768,432,1200,1,"TA",6,"0","3",1,"Y","Normal",130500
"841",70,"RH","0","SWISU","1Fam",6,"BrkTil","4","2","Gas","TA","N","SBrkr",810,672,1482,2,"Fa",7,"0","3",1,"N","Normal",140000
"842",70,"RM","1","OldTown","1Fam",5,"PConc","4","6","Gas","Gd","Y","SBrkr",958,581,1539,2,"Gd",8,"1","3",2,"N","Normal",157500
"843",80,"RL","0","NAmes","1Fam",6,"CBlock","4","5","Gas","TA","Y","SBrkr",1165,0,1165,1,"TA",6,"0","2",2,"Y","Normal",174900
"844",90,"RL","0","NAmes","Duplex",5,"CBlock","4","6","Gas","Ex","N","SBrkr",1800,0,1800,2,"TA",10,"0","0",0,"Y","Normal",141000
"845",50,"RM","1","OldTown","1Fam",5,"BrkTil","4","6","Gas","Gd","Y","SBrkr",876,540,1416,1,"TA",7,"1","3",3,"Y","Normal",153900
"846",85,"RL","0","Sawyer","1Fam",5,"CBlock","3","1","Gas","TA","Y","SBrkr",1701,0,1701,2,"TA",6,"1","1",2,"Y","Normal",171000
"847",60,"RL","0","SawyerW","1Fam",7,"PConc","3","1","Gas","Ex","Y","SBrkr",1006,769,1775,2,"Gd",7,"1","3",2,"Y","Normal",213000
"848",20,"RL","0","CollgCr","1Fam",5,"CBlock","4","2","Gas","Ex","Y","SBrkr",864,0,864,1,"TA",5,"1","3",1,"Y","Normal",133500
"849",50,"RL","0","ClearCr","1Fam",6,"BrkTil","4","6","Gas","TA","Y","SBrkr",1307,1051,2358,3,"TA",10,"1","3",2,"Y","Normal",240000
"850",80,"RL","0","Veenker","1Fam",6,"CBlock","4","6","Gas","Ex","Y","SBrkr",1094,761,1855,2,"TA",7,"1","2",2,"Y","Normal",187000
"851",120,"RM","0","CollgCr","TwnhsE",6,"PConc","3","3","Gas","Ex","Y","SBrkr",848,0,848,1,"Gd",3,"0","1",2,"Y","Normal",131500
"852",120,"RL","0","Blmngtn","TwnhsE",8,"PConc","3","6","Gas","Ex","Y","SBrkr",1456,0,1456,2,"Gd",7,"1","1",2,"Y","Normal",215000
"853",75,"RL","0","Crawfor","1Fam",7,"CBlock","4","5","Gas","Gd","Y","SBrkr",918,728,1646,2,"TA",7,"1","3",1,"Y","Normal",164000
"854",80,"RL","0","NAmes","1Fam",6,"CBlock","4","5","Gas","TA","Y","SBrkr",1445,0,1445,1,"TA",7,"1","2",2,"Y","Normal",158000
"855",20,"RL","0","Sawyer","1Fam",5,"CBlock","4","1","Gas","TA","Y","SBrkr",1779,0,1779,1,"TA",6,"1","3",2,"Y","Abnorml",170000
"856",20,"RL","0","Sawyer","1Fam",5,"CBlock","4","1","Gas","Ex","Y","SBrkr",1040,0,1040,1,"TA",6,"0","3",1,"Y","Normal",127000
"857",80,"RL","0","CollgCr","1Fam",6,"CBlock","3","3","Gas","TA","Y","SBrkr",1026,0,1026,1,"TA",5,"0","3",2,"Y","Normal",147000
"858",60,"RL","0","Gilbert","1Fam",6,"PConc","3","6","Gas","Gd","Y","SBrkr",702,779,1481,2,"TA",6,"1","1",2,"Y","Normal",174000
"859",20,"RL","0","NWAmes","1Fam",7,"CBlock","3","6","Gas","TA","Y","SBrkr",1370,0,1370,2,"TA",6,"1","2",2,"Y","Family",152000
"860",60,"RL","0","NWAmes","1Fam",6,"CBlock","4","2","Gas","TA","Y","SBrkr",1512,1142,2654,2,"Gd",9,"1","3",2,"Y","Normal",250000
"861",50,"RL","0","Crawfor","1Fam",7,"BrkTil","4","6","Gas","Gd","Y","SBrkr",912,514,1426,1,"Gd",7,"1","3",1,"Y","Normal",189950
"862",190,"RL","0","Sawyer","2fmCon",5,"PConc","4","2","Gas","Ex","Y","SBrkr",1039,0,1039,1,"TA",6,"0","3",2,"Y","Normal",131500
"863",20,"RL","0","SawyerW","1Fam",6,"PConc","3","3","Gas","TA","Y","SBrkr",1097,0,1097,2,"TA",6,"0","3",2,"Y","Normal",152000
"864",20,"RL","0","NAmes","1Fam",5,"CBlock","4","2","Gas","TA","Y","SBrkr",1148,0,1148,1,"TA",6,"0","3",1,"Y","Normal",132500
"865",20,"FV","0","Somerst","1Fam",7,"PConc","1","6","Gas","Ex","Y","SBrkr",1372,0,1372,2,"Gd",6,"0","1",2,"Y","Partial",250580
"866",20,"RL","0","NAmes","1Fam",5,"CBlock","4","2","Gas","TA","Y","SBrkr",1002,0,1002,1,"TA",5,"0","3",2,"Y","Normal",148500
"867",20,"RL","0","Timber","1Fam",8,"PConc","3","6","Gas","Ex","Y","SBrkr",1646,0,1646,2,"Gd",6,"1","2",3,"Y","Partial",248900
"868",20,"RL","0","Sawyer","1Fam",4,"CBlock","4","1","Gas","TA","Y","SBrkr",1120,0,1120,1,"Fa",5,"0","2",2,"Y","Normal",129000
"869",60,"RL","0","Gilbert","1Fam",5,"Slab","0","0","Gas","Gd","Y","SBrkr",1547,720,2320,2,"TA",7,"1","3",2,"N","Normal",169000
"870",60,"RL","0","SawyerW","1Fam",7,"PConc","3","3","Gas","Ex","Y","SBrkr",1062,887,1949,2,"Gd",8,"1","1",2,"Y","Normal",236000
"871",20,"RL","0","NAmes","1Fam",5,"CBlock","4","6","Gas","Gd","N","SBrkr",894,0,894,1,"TA",5,"0","3",1,"Y","Normal",109500
"872",60,"RL","0","CollgCr","1Fam",6,"PConc","3","3","Gas","Ex","Y","SBrkr",804,878,1682,2,"Gd",7,"0","2",2,"Y","Normal",200500
"873",20,"RL","0","NAmes","1Fam",5,"Stone","4","6","Gas","Gd","Y","SBrkr",910,0,910,1,"Gd",5,"0","3",2,"Y","Normal",116000
"874",40,"RL","0","NAmes","1Fam",5,"CBlock","4","5","Gas","Gd","Y","SBrkr",1036,0,1268,1,"TA",6,"1","3",1,"Y","Normal",133000
"875",50,"RM","0","OldTown","1Fam",5,"CBlock","4","6","Gas","Ex","Y","SBrkr",676,455,1131,1,"TA",5,"0","3",1,"Y","Abnorml",66500
"876",60,"FV","0","Somerst","1Fam",8,"PConc","3","3","Gas","Ex","Y","SBrkr",1184,1426,2610,2,"Ex",11,"1","1",2,"Y","Partial",303477
"877",20,"RL","0","Mitchel","1Fam",4,"PConc","4","1","Gas","Gd","Y","SBrkr",1040,0,1040,1,"TA",5,"0","3",2,"Y","Normal",132250
"878",60,"RL","0","NridgHt","1Fam",9,"PConc","1","3","Gas","Ex","Y","SBrkr",1462,762,2224,2,"Ex",10,"1","1",3,"Y","Normal",350000
"879",85,"RL","0","Sawyer","1Fam",5,"CBlock","4","1","Gas","TA","Y","SBrkr",1155,0,1155,1,"Gd",6,"0","3",2,"Y","Normal",148000
"880",20,"RL","0","CollgCr","1Fam",5,"CBlock","4","1","Gas","Ex","Y","SBrkr",864,0,864,1,"TA",6,"0","3",1,"Y","Normal",136500
"881",20,"RL","0","Edwards","1Fam",5,"PConc","1","1","Gas","Gd","Y","SBrkr",1090,0,1090,1,"TA",5,"0","1",2,"Y","Normal",157000
"882",50,"RL","0","Timber","1Fam",7,"CBlock","3","4","Gas","Ex","Y","SBrkr",1187,530,1717,2,"Gd",7,"1","2",2,"Y","Normal",187500
"883",60,"RL","0","Gilbert","1Fam",6,"PConc","3","6","Gas","Gd","Y","SBrkr",808,785,1593,2,"TA",7,"1","2",2,"Y","Normal",178000
"884",75,"RL","0","SWISU","1Fam",4,"PConc","4","6","Gas","TA","N","SBrkr",954,795,2230,1,"TA",10,"0","3",1,"Y","Normal",118500
"885",20,"RL","0","NAmes","1Fam",5,"CBlock","4","2","Gas","TA","Y","SBrkr",892,0,892,1,"TA",5,"0","2",1,"Y","Normal",100000
"886",120,"FV","0","Somerst","TwnhsE",9,"PConc","1","3","Gas","Ex","Y","SBrkr",1709,0,1709,2,"Gd",5,"1","1",2,"Y","Abnorml",328900
"887",90,"RL","0","NAmes","Duplex",5,"CBlock","4","4","Gas","Ex","Y","SBrkr",1712,0,1712,2,"TA",8,"0","1",2,"Y","Family",145000
"888",50,"RL","0","Edwards","1Fam",5,"PConc","4","6","Gas","TA","Y","SBrkr",872,521,1393,1,"TA",8,"0","3",1,"Y","Normal",135500
"889",20,"RL","0","NAmes","1Fam",8,"PConc","4","1","Gas","Ex","Y","SBrkr",2217,0,2217,2,"Gd",8,"1","3",2,"Y","Normal",268000
"890",20,"RL","0","NAmes","1Fam",6,"CBlock","4","2","Gas","Ex","Y","SBrkr",1505,0,1505,1,"TA",6,"1","2",2,"Y","Normal",149500
"891",50,"RL","0","NAmes","1Fam",5,"CBlock","4","6","Gas","Ex","Y","SBrkr",672,252,924,1,"TA",6,"1","3",2,"Y","Normal",122900
"892",60,"RL","0","Sawyer","1Fam",6,"CBlock","4","4","Gas","Gd","Y","SBrkr",918,765,1683,2,"TA",7,"1","2",2,"Y","Normal",172500
"893",20,"RL","0","Sawyer","1Fam",6,"CBlock","4","3","Gas","TA","Y","SBrkr",1068,0,1068,1,"TA",6,"0","2",1,"Y","Normal",154500
"894",20,"RL","0","Sawyer","1Fam",5,"PConc","3","2","Gas","TA","Y","SBrkr",1383,0,1383,1,"TA",6,"1","3",1,"Y","Normal",165000
